id,date,bank_category,bank_name,atms_crms_onsite,atms_crms_offsite,pos,micro_atms,bharat_qr,upi_qr,credit_cards,debit_cards,cc_pay_trns_at_pos_vol,cc_pay_trns_at_pos_val,cc_pay_trns_online_vol,cc_pay_trns_online_val,cc_pay_trns_other_vol,cc_pay_trns_other_val,cc_cash_withdraw_atm_val,cc_cash_withdraw_atm_vol,dc_pay_trns_at_pos_vol,dc_pay_trns_at_pos_val,dc_pay_trns_online_vol,dc_pay_trns_online_val,dc_pay_trns_other_vol,dc_pay_trns_other_val,dc_cash_withdraw_atm_val,dc_cash_withdraw_atm_vol,dc_cash_withdraw_pos_val,dc_cash_withdraw_pos_vol,year,total_atms,onsite_atm_share_pct,offsite_atm_share_pct,trans_per_atm,total_digital_infra,digital_vs_real_ratio,dc_pos_avg,dc_online_avg,cc_pos_avg,cc_online_avg,monthly_spend_per_debit_card,monthly_spend_per_credit_card,monthly_trans_per_debit_card,monthly_trans_per_credit_card,cc_atm_avg_withdrawal_amt,atm_infra_investment,pos_infra_investment,qr_infra_investment,pos_gain,online_gain,atm_gain,roi_pos,roi_atm,roi_qr
712,2023-01-03,Payment Banks,Airtel Payments Bank,0,0,0,63134,0,4449953,0,4163024,0,0,0,0,0,0,0,0,277,259,266004,323393,0,0,1287,5967,0,0,2023,0,0.0,0.0,0.0,4513087,70.48425571007698,0.9350180505415162,1.215744876016902,0.0,0.0,0.07805359757714585,0.0,0.0653966924043676,0.0,0.0,0,0,1334985900,259,323393,1287,0.0,0.0,-99.9757755493897
713,2023-01-03,Foreign Banks,American Express,0,0,52860,0,0,0,1336775,0,1103730,8163420,3473250,31190078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,0,0.0,0.0,0.0,52860,0.0,0.0,0.0,7.396211029871436,8.980084359029727,0.0,29.439133736043836,0.0,3.423897065699164,0.0,0,528600000,0,8163420,31190078,0,-98.4556526674234,0.0,0.0
714,2023-01-03,Private Sector Banks,Axis Bank,5800,10127,1449143,847,593004,56599685,12127172,30241706,28385038,85539623,16123963,78957411,0,0,80029,343481,9196486,22187563,4443197,16168581,17752,453761,22400676,139863357,0,0,2023,15927,36.41614867834495,63.58385132165505,8803.091479876939,58642679,39.4435058172815,2.412613143759475,3.6389520878772648,3.0135461858462196,4.896898547832192,2.024045237395007,13.570935004467653,5.0764593769941415,3.6985112440064345,0.23299396473167366,3981750000,14491430000,17157806700,107727186,95125992,22480705,-99.2566145232044,-99.43540641677654,-99.4455818644932
715,2023-01-03,Private Sector Banks,Bandhan Bank,433,5,40124,0,0,0,0,5361293,0,0,0,0,0,0,0,0,450443,1159378,202320,655587,0,0,2591433,13832477,29443,29724,2023,438,98.85844748858447,1.141552511415525,31580.997716894977,40124,0.0,2.5738617316730417,3.240346975088968,0.0,0.0,0.8273826854827744,0.0,2.7073625709320495,0.0,0.0,109500000,401240000,0,1159378,655587,2591433,-99.71105124115243,-97.63339452054794,0.0
716,2023-01-03,Foreign Banks,Bank Of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
717,2023-01-03,Public Sector Banks,Bank Of Baroda,8786,2615,23354,43006,7665,1157216,1947283,82585036,2224205,6888481,2027994,11176685,0,0,9683,47534,6195899,12180467,1968492,5512103,3,4,27495790,131624668,946,905,2023,11401,77.06341548986931,22.93658451013069,11549.180071923516,1231241,17.553963230861964,1.9658917939107787,2.800165304202405,3.097053104367628,5.511202202767858,0.5471852067728105,9.282086373680661,1.6926791313622482,2.208067856598142,0.20370682038120083,2850250000,233540000,349464300,19068948,16688788,27505473,-91.83482572578573,-99.03498033505834,-95.22446556057372
718,2023-01-03,Public Sector Banks,Bank Of India,5325,2889,42597,16349,103,663556,77101,47125002,153719,532801,70907,270779,0,0,10277,61235,4158217,7417777,1589268,2497578,0,0,17975573,72071281,3454,3430,2023,8214,64.82834185536889,35.17165814463112,8781.655222790358,722605,11.258762256980965,1.783884054151094,1.5715272691578765,3.466071207853291,3.818790810498258,0.5919232003427819,10.555725606671768,1.651399314529472,3.7076172812285186,0.1678288560463787,2053500000,425970000,199097700,7950578,2768357,17985850,-98.133535695002,-99.12413683954225,-98.60954847795831
719,2023-01-03,Public Sector Banks,Bank Of Maharashtra,1902,423,1953,1971,355014,1091291,33493,13377060,57199,237965,25062,134698,0,0,1048,5052,1736343,2773388,664967,1028880,7988,90229,6498001,28156430,0,0,2023,2325,81.80645161290323,18.193548387096776,12112.465376344086,1450229,368.57925586136594,1.597258145424032,1.5472647514839082,4.160300005244847,5.374591014284574,0.7767400310681122,11.157883736900247,2.284936151889877,2.6069029349416297,0.20744259699129058,581250000,19530000,433891500,3011353,1163578,6499049,-84.58088581669226,-98.88188404301074,-99.73182742690281
720,2023-01-03,Foreign Banks,Barclays Bank,0,0,0,0,1,0,0,908,0,0,0,0,0,0,0,0,24,42,5,8,0,0,322,2786,0,0,2023,0,0.0,0.0,0.0,1,0.0,1.75,1.6,0.0,0.0,0.40969162995594716,0.0,3.100220264317181,0.0,0.0,0,0,300,42,8,322,0.0,0.0,-97.33333333333334
721,2023-01-03,Private Sector Banks,Csb Bank,476,52,0,1188,6170,0,6460,886810,16702,67308,13210,140499,0,0,0,0,236202,420205,29308,69970,18,138,533844,2555341,5,8,2023,528,90.15151515151516,9.848484848484848,4839.660984848485,7358,5.193602693602694,1.7790069516769544,2.3874027569264364,4.029936534546761,10.635806207418621,1.1548832331615566,32.168266253869966,3.1809260157192636,4.630340557275542,0.0,132000000,0,1851000,487513,210469,533844,0.0,-99.59557272727272,-88.62944354403025
722,2023-01-03,Public Sector Banks,Canara Bank,8098,4032,62557,12918,58,2402702,624417,51324626,786830,2276109,315405,1342530,0,0,69770,365750,8408688,17992152,2168674,4979935,5731,94598,35009127,160685239,1329,1128,2023,12130,66.760098928277,33.239901071723,13277.080708985985,2478235,31.83517721099702,2.1397097858786056,2.2963041010313217,2.8927582832378023,4.256527322014553,1.1315648164684142,5.906964416407625,3.3369840824558565,2.3509689838681522,0.1907587149692413,3032500000,625570000,720828000,20268261,6322465,35078897,-96.76003308982209,-98.84323505358616,-99.12288853929093
723,2023-01-03,Small Finance Banks,Capital Small Finance Bank,170,2,0,0,0,0,0,200677,0,0,0,0,0,0,0,0,37460,103504,10632,29614,0,0,133171,737058,0,0,2023,172,98.83720930232558,1.1627906976744187,4285.220930232558,0,0.0,2.7630539241857983,2.785364936042137,0.0,0.0,1.3269532632040544,0.0,3.9125061666259713,0.0,0.0,43000000,0,0,103504,29614,133171,0.0,-99.6903,0.0
724,2023-01-03,Public Sector Banks,Central Bank Of India,2609,326,2154,9254,7124,653635,0,28360519,0,0,0,0,0,0,0,0,2249664,4836896,501662,1150194,0,0,9399879,42535145,10096,10675,2023,2935,88.89267461669506,11.107325383304941,14492.383304940375,672167,57.92066970546985,2.150052630081648,2.292766843013822,0.0,0.0,0.5429049094623409,0.0,1.5971903052973044,0.0,0.0,733750000,21540000,198227700,4836896,1150194,9399879,-77.54458681522748,-98.71892620102216,-99.41976121399783
